"DOI","Link","Author Keywords","Index Keywords"
"10.1016/j.aap.2015.03.028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927585143&doi=10.1016%2fj.aap.2015.03.028&partnerID=40&md5=bf868ff9dff74ee77068aa01cedfac5d","Covert speed cameras; Delayed punishment; Immediate punishment; Overt speed cameras; Speed enforcement","Acceleration; Accident Prevention; Accidents, Traffic; Adult; Automobile Driving; Female; Humans; Israel; Male; Photography; Punishment; Safety; Young Adult; Accidents; Automobile drivers; Cameras; Law enforcement; Motor transportation; Delayed punishment; Driving performance; Experimental groups; Immediate feedbacks; Immediate punishment; Implementation strategies; Severity of injuries; Speed cameras; acceleration; accident prevention; adult; car driving; comparative study; devices; female; human; Israel; male; photography; prevention and control; procedures; psychology; punishment; safety; statistics and numerical data; traffic accident; young adult; Speed"
"10.1016/j.aap.2013.01.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879292452&doi=10.1016%2fj.aap.2013.01.018&partnerID=40&md5=938961745c4a64b220840a77b8e93544","Average speed enforcement; Literature review; Point-to-point speed enforcement; Section control; Speed cameras; Speed enforcement; Speeding; Traffic law enforcement; Trajectory control","Accident Prevention; Accidents, Traffic; Australia; Automobile Driving; Cost-Benefit Analysis; Dangerous Behavior; Europe; Humans; Law Enforcement; Accident prevention; Accidents; Crashworthiness; Motor transportation; Roads and streets; Transportation; Vehicles; Average speed; Literature reviews; Point to point; Section control; Speed cameras; Speeding; Trajectory control; accident prevention; Australia; car driving; cost benefit analysis; economics; Europe; human; law enforcement; legal aspect; methodology; psychological aspect; review; statistics; traffic accident; violence; Speed"
"10.1016/j.trf.2015.02.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924165980&doi=10.1016%2fj.trf.2015.02.007&partnerID=40&md5=42f9eaf9b392fc04b835e2980baf677a","Speed choice; Speed preference; Speed variability","Risk perception; Speed control; Transportation; Individual Differences; Non-compliance; Speed choice; Speed"
"10.1504/IJMNDI.2014.067184","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922319571&doi=10.1504%2fIJMNDI.2014.067184&partnerID=40&md5=8a9ef924b818eda35aa9c5337a062519","Automatic speed photo enforcement; Fixed SPE devices; Taiwan; Traffic crash distribution","Law enforcement; Rural roads; Speed; Automatic speed photo enforcement; Fixed SPE devices; Freeway systems; Photo radar; Rural freeways; Taiwan; Traffic crashes; Highway accidents"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090429231&partnerID=40&md5=c044eb7b0e7809089ade68036e440981","","Contractors; Driver training; Feedback; Insurance; Law enforcement; Safety engineering; Speed; Traffic signals; Collision analysis; Contributing factor; Engineering aspects; Heavy construction; Legislative requirements; Maintenance staff; Systems framework; Traffic control devices; Traffic control"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875046610&partnerID=40&md5=27a71ad484346d85bf1806061031f711","",""
"10.7600/jspfsm.60.195","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957630086&doi=10.7600%2fjspfsm.60.195&partnerID=40&md5=6589f2c980359b0fe594417ce39f5208","Allometory; Ball kicking performances; Relative growth; Soccer players; Thigh muscle thickness",""
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874549687&partnerID=40&md5=9e9cc57f17f8c09382f8e87cbdee28f4","","United Kingdom; Cameras; Technology; Average speed; Basic systems; Camera technology; Fixed speed; Highly accurate; Siemens; Technology development; Technology shift; road transport; technological development; transportation safety; Speed"
"10.1145/2610384.2610393","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908285972&doi=10.1145%2f2610384.2610393&partnerID=40&md5=d383ffbbfeab7c39d262a279a5723f2f","Performance measurement; Test generation; Thread safety","Regression analysis; Concurrent execution; Performance analysis techniques; Performance measurements; Performance tests; Regression testing; Regression testing techniques; Test generations; Thread safeties; Software testing"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952680773&partnerID=40&md5=5c2a4ee15b68cdcf9e56d7efd63719bc","","Alberta; Canada; Edmonton; income; law enforcement; photography; transportation safety"
"10.1109/ITSC.2012.6338742","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871243228&doi=10.1109%2fITSC.2012.6338742&partnerID=40&md5=b8305e60b6236060716ae5e662c2b127","","Intelligent systems; Ambient illumination; Camera systems; Flash units; High quality images; Image quality metrics; Intelligent transportation systems; Reference image; Cameras"
"10.1080/17461391.2011.606835","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875335733&doi=10.1080%2f17461391.2011.606835&partnerID=40&md5=dd75cbdc3c72c2f9431014f6a55682cc","accuracy; handball; Instruction; speed",""
"10.1109/SSCI.2015.15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964941385&doi=10.1109%2fSSCI.2015.15&partnerID=40&md5=c3a993674c9e77165949c53f481f9530","","Artificial intelligence; Crashworthiness; Fuel economy; Fuels; Regulatory compliance; Transportation; Behavioural changes; Fuel consumption rates; Intelligent speed adaptation; Passenger vehicles; Private transport; Public transport; Public transport industry; Regulatory incentives; Speed"
"10.1109/ITSC.2013.6728409","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894292222&doi=10.1109%2fITSC.2013.6728409&partnerID=40&md5=9d19e6385154687f9b39d6da2d187f42","DSRC; IEEE 802.11p; Speed Camera; Speed Enforcement",""
"10.2495/UT110581","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875043374&doi=10.2495%2fUT110581&partnerID=40&md5=e0b3d3a6ef139cda10670d80ca637d37","Multicriteria analysis; Speed enforcement; Sustainability assessment","Speed; Urban transportation; Conflicting objectives; Economic and environmental assessments; Enforcement policies; Multi Criteria Analysis; Multi-criteria evaluation; Sustainability assessment; Sustainability criteria; Sustainable transport; environmental assessment; motorway; multicriteria analysis; road transport; sustainability; transportation policy; transportation safety; urban transport; Sustainable development"
"10.1155/2012/237379","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866170621&doi=10.1155%2f2012%2f237379&partnerID=40&md5=6c224b2b1dd76ed8bf06238874eb1ecf","",""
"10.1016/j.ssci.2011.02.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955653547&doi=10.1016%2fj.ssci.2011.02.016&partnerID=40&md5=99c28b6167e471a0bd887060d382da74","Accident modification function; Accidents; Enforcement; Systematic review","Regression analysis; Accident modification function; Data points; Data source; Enforcement; Number of datum; Random variation; Systematic Review; Weighted regression; accident modification function; accident prevention; accidental injury; article; biosafety; cross-sectional study; effect size; law enforcement; mathematical analysis; priority journal; statistical analysis; traffic accident; traffic safety; velocity; Accidents"
"10.1111/j.1468-0491.2010.01492.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955048626&doi=10.1111%2fj.1468-0491.2010.01492.x&partnerID=40&md5=4a1520fc06941e639f1cecbdee0b8ba1","",""
"10.1016/j.trc.2012.04.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863729586&doi=10.1016%2fj.trc.2012.04.002&partnerID=40&md5=bf6fa60e855f62a19c2969d9d35dc03b","Intelligent transportation systems; Privacy; Public policy","United States; Automobile drivers; Data privacy; Intelligent systems; Public policy; Security systems; Traffic surveys; Travel time; Vehicle to vehicle communications; Vehicles; Intelligent transportation systems; Privacy information; State departments of transportations; System applications; Transportation agencies; Transportation engineers; Transportation industry; Video surveillance; intelligent transportation system; public transport; technological development; transportation policy; travel time; Intelligent vehicle highway systems"
"10.1109/MITS.2011.2178770","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858671496&doi=10.1109%2fMITS.2011.2178770&partnerID=40&md5=ba3b76056362968749040534d3b246d8","","Boats; Mobile devices; Background subtraction techniques; Digital display; Gray scale; Maritime traffic; Sea waves; Water surface; Speed"
"10.1049/cp.2014.0815","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912126679&doi=10.1049%2fcp.2014.0815&partnerID=40&md5=a852fe8415c2836447bdda101227d62e","Average speed; Casualty reduction; Driver behaviour; Enforcement","Roads and streets; Average speed; Driver behaviour; Enforcement; Motor transportation"
"10.1016/j.measurement.2012.11.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873049488&doi=10.1016%2fj.measurement.2012.11.023&partnerID=40&md5=074497549e38131e3034b1ec8d612f71","Across-the-road radar; Actual traffic; Antenna; Horizontal beamwidth; Traffic speed enforcement","Antennas; Laws and legislation; Measurements; Radar; Roads and streets; Speed; Speed regulators; Beam widths; Field measurement; Field test; Installation angle; Piezosensors; Speed measurement; Traffic speed; Verification method; Beam forming networks"
"10.1016/j.trc.2015.01.025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922777601&doi=10.1016%2fj.trc.2015.01.025&partnerID=40&md5=053d4cf46a5589d0690ab07a5249c1e4","Average travel speed; Highway safety; Inferred design speed; Operating speed; Section speed enforcement; Speed limits; Speeding","Campania [Italy]; Italy; Naples; Napoli [Campania]; Highway engineering; Law enforcement; Peer to peer networks; Regulatory compliance; Vehicles; Average travel speed; Design speed; Highway safety; Operating speed; Section speed enforcement; Speed limit; Speeding; compliance; law enforcement; motorway; traffic management; transportation safety; Speed"
"10.1016/j.aap.2012.08.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870302317&doi=10.1016%2fj.aap.2012.08.017&partnerID=40&md5=f4b8e0d3ece4d3adc9848133d43f377d","Automated enforcement; Driver behavior; Photo red enforcement; Red light running; Risky driving","Accidents, Traffic; Adult; Automobile Driving; Female; Humans; Law Enforcement; Lighting; Male; Photography; Safety; Virginia; Automation; Behavioral research; Law enforcement; Automated enforcement; Driver behavior; Photo red enforcement; Red-light running; Risky driving; adult; article; car driving; equipment; female; human; illumination; law enforcement; legal aspect; male; methodology; photography; safety; traffic accident; United States; Cameras"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874008609&partnerID=40&md5=9e3611956b218db9c5f916f96453c3e3","Location-speed complex firing gate; Mean square derivative; Random vibration of barrel; System engineering; Theory of random cut-through","Angular velocity; Systems engineering; Angular errors; Cut-through; Location-speed complex firing gate; Mean square; Random vibrations; Road irregularities; Angular distribution"
"10.1016/j.aap.2014.11.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84918523943&doi=10.1016%2fj.aap.2014.11.022&partnerID=40&md5=5133bc523cc66f638340eeb12e629bb9","Average speed enforcement; Bayes method; Crash modification factors; Crash modification functions; Empirical; Highway safety; Safety performance functions; Speeding","Accidents, Traffic; Automobile Driving; Bayes Theorem; Controlled Before-After Studies; Decision Support Techniques; Humans; Italy; Law Enforcement; Safety; Urban Population; Barium compounds; Function evaluation; Highway accidents; Highway engineering; Peer to peer networks; Statistics; Average speed; Bayes method; Empirical; Highway safety; Modification factors; Safety performance function; Speeding; Bayes theorem; car driving; decision support system; epidemiology; human; Italy; law enforcement; legislation and jurisprudence; prevention and control; safety; traffic accident; urban population; Speed"
"10.1061/41167(398)117","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955383453&doi=10.1061%2f41167%28398%29117&partnerID=40&md5=c5d8c2659997254d03190ac7cb540913","Traffic safety; Traffic speed; Workspace","Accident prevention; Highway engineering; Roads and streets; Vehicles; Interstate highway; Reaction time; Rear-end collisions; Traffic safety; Traffic speed; Traffic streams; Work zones; Workspace; Speed"
"10.1136/injuryprev-2014-041189","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921850648&doi=10.1136%2finjuryprev-2014-041189&partnerID=40&md5=9e0647aad7be6b3dfd788750172de3e9","","Accident Prevention; Accidents, Traffic; Automobile Driving; Humans; Law Enforcement; Policy Making; Prevalence; Public Health; Risk Factors; Russia; accident prevention; car driving; epidemiology; human; law enforcement; legislation and jurisprudence; management; prevalence; prevention and control; public health; risk factor; Russian Federation; statistics and numerical data; traffic accident"
"10.1016/S0020-1383(13)70213-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891772688&doi=10.1016%2fS0020-1383%2813%2970213-4&partnerID=40&md5=a45014e7cbaa4f58c00734313138e04b","China; Drink driving; Road traffic injury; Safety; Speeding","Accident Prevention; Accidents, Traffic; Alcohol Drinking; Automobile Driving; Benchmarking; China; Databases, Factual; Female; Humans; Law Enforcement; Male; Program Evaluation; Qualitative Research; Safety Management; Wounds and Injuries; China; Drink driving; Road traffic injury; Safety; Speeding; alcohol consumption; article; attitude; car speeding; China; drunken driving; human; interview; knowledge; observational study; priority journal; traffic accident; traffic and transport; accident prevention; car driving; Drink driving; drinking behavior; factual database; female; injury; law enforcement; legal aspect; male; methodology; program evaluation; qualitative research; quality control; road traffic injury; safety; Speeding; statistics; traffic accident"
